,Id,Name,Location,FollowersCount,FriendsCount,RetweetCount,TweetCount,Score
102,413906000,Theodore Karasik,,3095.0,456.0,0,1,6195
103,407632340,Jack Cook,,3066.0,4963.0,0,1,6137
104,1031527568053157889,QAnon16830911,"Sydney, New South Wales",3022.0,3288.0,0,1,6049
105,2417385907,Geoff Dwight,Ængelcynn,2970.0,3369.0,0,1,5945
106,501133012,Peter Gilkes,"Northampton, England",2904.0,2825.0,0,1,5813
107,32455543,Nas@proudAmerican 🇺🇸,"California, USA",2894.0,3765.0,0,2,5803
108,159935292,.,,2895.0,508.0,0,1,5795
109,39950910,Michael Dean,Star Turn,2868.0,3705.0,0,1,5741
110,367018448,Vivek Dubey 🇮🇳,India,2830.0,2589.0,0,2,5675
111,2199804672,SardarJam Amman,"USA,NEW ZEALAND NELSON 25 STOKE CANBELDN CRESENT.",2773.0,2077.0,0,3,5571
112,1684709576,Julia Ann Mercer,Sturgis MI,2768.0,4135.0,0,2,5551
113,2831954853,Nepal News English🌐,Kathmandu,2764.0,169.0,0,1,5533
114,1005535860899631107,⎛⎝DH⎠⎞,,2755.0,1459.0,0,1,5515
115,1053972537418215425,[트정중]🍒체리찐빵💜,💜방탄 사랑해 보라해💜,2702.0,2643.0,0,1,5409
116,842587116693569536,Vinu Modi Rashtrawadi@gujjuVimo,,2688.0,4949.0,0,1,5381
117,875389866611056640,𝚂𝚝. 𝚅𝚒𝚗𝚂𝚢𝚗𝚝𝚑,,2681.0,977.0,0,1,5367
118,87664060,AnKeSh..... Saffron 🚩🇮🇳🚩,"Indore, India",2655.0,1578.0,0,1,5315
119,2246920915,कुँवर विजयेंद्र सिंह #Namokesarthi,विदिशा,2635.0,2152.0,0,2,5285
120,2613457520,Orwell Now,,2554.0,3309.0,0,2,5123
121,2486815920,James Clayton/sweeth2o,"Alabama, USA",2538.0,3404.0,0,1,5081
122,904239891029962752,._.,Dvo,2510.0,2998.0,0,1,5025
123,783419940338561027,syeda saba sharif,"West Midlands, England",2494.0,2994.0,0,2,5003
124,978780686,Laurie 🇺🇸 I trust my Lord & SaviorJesus Christ ✝,United States,2469.0,2812.0,0,1,4943
125,739846873,Unicorn Magic✨🦄✨,"Illinois, USA",2438.0,3734.0,0,1,4881
126,871870586,Lady Liberty,,2426.0,3816.0,0,2,4867
127,35215486,Cindy Woods,"Washington, USA",2381.0,3043.0,0,1,4767
128,851049734043250688,🇩🇪Ace of Spades 🇮🇱🇮🇸🏳️‍🌈🇷🇺,Deutschland,2368.0,3472.0,1,1,4748
129,1413038280,doc 4  n from heart🇮🇳,"Bangalore,Vadodara&Manchester",2346.0,3712.0,0,2,4707
130,2190867967,Amarendra K Pandey 🇮🇳,,2342.0,3906.0,0,1,4689
131,528073928,foxface,"tk, ym",2339.0,386.0,0,1,4683
132,952870629270732801,⚔सौरभ प्रताप सिंह राठौड़⚔,"Delhi, India",2305.0,4998.0,0,2,4625
133,2548427874,Girl Interrupted,,2273.0,2427.0,0,2,4561
134,341957009,Molatelo ❤,"Polokwane, South Africa",2264.0,506.0,0,1,4533
135,742663825128890368,Arindam India,,2263.0,3769.0,0,1,4531
136,1069182081291313155,abhi Mishra,chambal,2261.0,1573.0,0,1,4527
137,93828568,Shaelesh🇮🇳,Gurgaon,2256.0,1141.0,0,1,4517
138,1044228037112463366,Serendipia,España,2226.0,190.0,0,1,4457
139,2862344212,juwu loves hoseokie a lot,bts zayn,2219.0,1581.0,0,1,4443
140,527913696,Citizen Assange,In your imagination only,2180.0,271.0,0,1,4365
141,10621932,Kerfuffle Actual💥,"Portland, Oregon, USA",2163.0,2200.0,0,1,4331
142,22460413,NeuroEd,,2150.0,2844.0,0,2,4315
143,145743699,انیق احمد 🇵🇰,Islamabad,2149.0,3765.0,0,1,4303
144,1050635233618358272,E A G E R,Biscayne Bay - where the Cyoooooban gentlemen sleep all day,2144.0,768.0,0,1,4293
145,863495508236619776,𝓃𝒶𝓉𝒶𝓁𝒾𝑒 #BTSINFLORIDA,shinhwa/nct/straykids/day6/ect,2144.0,2570.0,0,1,4293
146,824470268479279104,Win Rideout X,"Tucson, AZ",2134.0,2223.0,0,1,4273
147,1673113920,elske,schelluinen,2125.0,3212.0,0,2,4265
148,1019011185528762368,Nigel Hawthorne,United States,2122.0,2464.0,0,1,4249
149,3308179282,ً,roksa,2103.0,187.0,0,1,4211
150,357187990,SalimRizvi,New York City,2077.0,5000.0,0,1,4159
151,228463271,Dr Paul Stott,United Kingdom,2063.0,1725.0,0,1,4131
152,810108393587359746,हिन्दु राज संघी,"Dhanera, India",2051.0,1955.0,0,2,4117
153,17732518,ormiga,Paris old EU,2045.0,4983.0,0,1,4095
154,2185940875,Nazeem samoon,kabul-afghanistan,2031.0,1076.0,0,1,4067
155,78078483,AteQuando?,,1987.0,2512.0,0,1,3979
156,71712581,Bangkok Informer,Bangkok,1968.0,802.0,0,2,3951
157,27669037,Jim Lyons 🇺🇸🎸🇬🇧 🇫🇷,"East Stroudsburg, PA, USA",1971.0,3889.0,0,1,3947
158,4085530283,YHWHuniversity™️ knowing GOD through Jesus🎚Christ,@Speedcomesfirst™️ memes,1962.0,1677.0,0,1,3929
159,879420087123533826,जोखम,आपके पीछे 😉,1958.0,726.0,0,1,3921
160,129453834,Akshay Naidu 🏏🇮🇳⚽🇫🇷,"मुंबई, भारत",1951.0,2402.0,0,1,3907
161,530948034,PeopleRuinEverything,USA,1927.0,2194.0,1,1,3866
162,2272742279,AYOTUNDE,DIASPORA,1914.0,1839.0,0,1,3833
163,4092474195,Jackie    🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧  #StandUp4Brexit,,1898.0,4993.0,0,1,3801
164,22272206,Yvonne Casey,,1895.0,3153.0,0,1,3795
165,933330387543252992,ISRAEL SHOOTS KIDS,,1864.0,1802.0,0,1,3733
166,1088766495902060544,Qanon ForAustria,Austria,1859.0,2925.0,0,1,3723
168,92157633,Rxbun,¯\_(ツ)_/¯,1853.0,1973.0,0,1,3711
169,75523285,ILLUMINAUGHTY,NAGPUR,1853.0,369.0,0,1,3711
167,25291723,Rob Jones,A bit outside of Ft Worth,1853.0,1915.0,0,1,3711
170,341242921,BeTheChange Global,"PuertoRico, Wisconsin & Global",1851.0,2448.0,0,1,3707
171,3227387970,Nick,,1838.0,93.0,0,1,3681
172,629410542,Otunba Dennis Macaulay,"Lagos, Nigeria",1825.0,254.0,0,1,3655
173,760793871597051904,Khalid Elias,,1801.0,439.0,0,2,3617
174,913569482106269696,Ilham Budi Abdillah,"Malang, Indonesia",1796.0,338.0,0,1,3597
175,4828075681,David,France. London if I must.,1793.0,2006.0,0,1,3591
176,4811626919,somali goddess,"Nairobi, Kenya",1783.0,316.0,0,2,3581
177,43089397,DegusLocke,,1779.0,2020.0,0,1,3563
178,235368434,Ms Kanko,Ersatz Elevator.,1767.0,773.0,0,2,3549
179,3021258574,Total,Ελλάς,1756.0,1512.0,0,3,3537
180,974567285947011072,Riaz Ali Mallah SMT SBA,"Sakrand, Pakistan",1755.0,984.0,0,1,3515
181,311363008,Wanderer,a small place in milkyway,1725.0,2555.0,0,1,3455
182,10536952,TenneyNaumer,"Jonesboro, IL",1719.0,1558.0,0,1,3443
183,284565345,sara  🇵🇸✌💕💞,netherlands,1710.0,276.0,0,1,3425
184,1057183564062777344,Right News,United Kingdom,1695.0,1907.0,0,1,3395
185,1037302638,rajeshsharma,,1672.0,2661.0,0,1,3349
186,1074755832422809600,👑,Ghana,1665.0,1442.0,0,1,3335
187,989864982,chicano,"Sinaloa, México",1650.0,168.0,0,1,3305
188,1051547771633848320,@REDEuropaVE,,1649.0,2579.0,0,1,3303
189,2968835805,Mike Hammer,,1636.0,535.0,1,2,3294
190,1368100356,Emilie,,1640.0,67.0,0,1,3285
191,2744390066,Supreme Commander,"Tampa, FL",1620.0,63.0,0,2,3255
192,267103266,Arun Verma,"Uttar Pradesh, India",1600.0,436.0,0,1,3205
193,992785261464436736,Ali Jaghori,,1586.0,1926.0,0,2,3187
194,545534226,R o c í o,"Jovita, Córdoba, Argentina",1580.0,1186.0,0,1,3165
195,845599446259961856,Terence Nxumalo,South Africa,1566.0,4997.0,0,1,3137
196,2583076802,marian; ♡,haechan ♡,1557.0,868.0,0,1,3119
197,428585142,"Mr Woo's Opinion ❌ #Brexit, bring it on","England, United Kingdom",1548.0,1528.0,0,2,3111
198,877257045543575553,Sachin Padwal,"Mumbai, India",1550.0,1218.0,0,1,3105
199,461001932,Rob Heilbron,Tel Aviv,1532.0,1170.0,0,1,3069
200,884095964730019841,Aegis Bridge,"Wien, Österreich",1528.0,4212.0,0,1,3061
201,1073629606140293120,nAtz_eLena #SNAPP 💜,🇵🇭 Pledge to #SNAPP,1521.0,4631.0,0,1,3047
202,219628809,Michael Olasubomi Balogun,Nigeria,1474.0,1132.0,0,1,2953
203,69874367,Amol Tikam,,1468.0,2377.0,0,2,2951
204,3103767487,𝒵𝒾𝑒𝓇𝓇𝒶𝒽 𝑀.,Houston,1470.0,2745.0,0,1,2945
205,865293524098576385,Anon Media UK,"London, England",1459.0,2388.0,0,1,2923
206,2199839305,Bevrijder,Bananenrepubliek Nederland,1443.0,675.0,0,1,2891
207,935191238529175553,Andy Mendes (Mãe de Army),Pelo Mundo,1441.0,917.0,0,1,2887
208,959213014716121098,Once and Future King,United Kingdom,1420.0,1408.0,0,2,2855
209,705543930,Attorney Sandra,"California, USA",1423.0,2198.0,0,1,2851
210,2452431785,BeSt_oF_BeRaK,,1415.0,523.0,0,1,2835
211,892030127281807360,Naro 92,"San Diego, CA",1408.0,4859.0,0,2,2831
212,383853985,Ramón,,1400.0,2595.0,0,2,2815
213,716216091228377088,Haji Shahwali,,1404.0,700.0,0,1,2813
214,2703654098,myIraq,Baghdad,1400.0,2381.0,0,1,2805
215,3567892574,STFU Donny,,1395.0,3110.0,0,1,2795
216,1000760316806901762,Babsbgood,"Perth,  Western australia",1392.0,1624.0,0,1,2789
217,764997030087364608,Jenna,,1383.0,1260.0,0,1,2771
218,2353783038,RiverBeaver🐹,Vinnytsia,1376.0,348.0,0,2,2767
219,300670467,I Dissent!!!!,,1373.0,720.0,0,1,2751
220,817434707663069185,Sal,,1364.0,1268.0,0,1,2733
221,2960124946,BASIC,Barcelona,1364.0,116.0,0,1,2733
222,47802592,Jerome Goolsby,"Missouri, USA",1349.0,3047.0,0,2,2713
223,224617920,🚩   🚩   🏹  जय श्रीराम    🏹  🚩   🚩,,1340.0,1.0,0,1,2685
224,4270303882,LAGRIENZO,"Boca Raton, FL",1330.0,461.0,0,1,2665
225,1044343425510907906,Najma langu,"Quetta, Balochistan ",1327.0,3007.0,0,1,2659
226,4015342642,Fezekile Msimang,https://www.facebook.com/Nzuri,1312.0,528.0,0,1,2629
227,48416822,Amit A. Pai,Bangalore/New Delhi,1309.0,277.0,0,1,2623
228,1909834508,Maid Marian,,1305.0,928.0,0,1,2615
229,3304300564,Ahmad Zaher Maqsoodi,Afghanistan,1271.0,1793.0,0,1,2547
230,417916672,Clark Renney,"Harlow, England.",1264.0,2100.0,0,1,2533
231,1084394385616392193,KennaLee,,1256.0,1973.0,0,2,2527
232,57609357,Manish Mishra 🇮🇳 INDIA badla lega,Bangalore,1250.0,4227.0,0,1,2505
233,1414913768,Early Bird🇵🇰,World🌍,1241.0,580.0,1,2,2504
234,3035076004,DeepVard,,1242.0,5002.0,0,1,2489
235,1071492101177782272,manu QUER A CONTINUAÇÃO DA FANFIC DA SARA,no país que só existe sp,1231.0,1465.0,0,3,2487
236,4722431881,mridul mahato,,1231.0,1910.0,0,1,2467
237,836072814,DC 🇬🇧,England 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1218.0,2025.0,0,1,2441
238,715482626904068096,Sarah🇺🇸 Cupids Arrow  💘🌟,"Florida, USA",1216.0,830.0,0,1,2437
239,916489311087869953,ㄹㅅㄹ ✨,ㅡ Genius Lab ,1211.0,1030.0,0,1,2427
240,953731533759832064,Ashli 💛,"New York, USA",1210.0,1206.0,0,1,2425
241,2511527588,ᴛʜᴀᴋᴜʀ ᴊɪᴛᴇsʜ sɪɴɢʜ,"Hyderabad - Telangana , India",1185.0,4956.0,0,2,2385
242,74729561,UrMum,United States,1181.0,2108.0,0,1,2367
243,88890011,NewsHitterTeam,,1172.0,1107.0,0,1,2349
244,53912734,かわにな,会津 ⇔ 東京,1171.0,2861.0,0,1,2347
245,932453763109019648,Adan,,1169.0,2588.0,0,1,2343
246,460221810,The Coupon Planet,United Kingdom,1159.0,970.0,0,1,2323
247,2588703507,soft.,,1154.0,262.0,0,1,2313
248,1061493975964471296,Årpñâ 🇮🇳,India 🇮🇳,1141.0,49.0,0,2,2297
249,4707793887,•°•𝓜𝓸𝓸𝓷𝓬𝓱𝓲𝓵𝓭 °•°,"São Paulo, Brasil",1125.0,1192.0,0,2,2265
250,2252982271,ash ✨,"Los Angeles, CA",1129.0,937.0,0,1,2263
251,1189150982,.,Posadas Misiones Argentina,1127.0,1303.0,0,1,2259
252,261701703,VINOD 🎥📽️🎞️🎬📖🖋️✏️,Hindustan,1114.0,4992.0,0,2,2243
253,1031124968090816512,Arc,Hyperspace,1115.0,1792.0,0,1,2235
254,2689873356,عذرا بيگم,"Hyderabad, India",1108.0,320.0,0,1,2221
255,1012408270659694593,agentchange42,"London, England",1102.0,1710.0,0,1,2209
256,2166582023,Advokaat Rebben,"Tilburg, The Netherlands",1094.0,4285.0,0,2,2203
257,3425779220,Sowjanya S Murthy,,1099.0,700.0,0,1,2203
258,1247061284,anna nanna,,1092.0,308.0,0,2,2199
259,1005758238,VicenteOrtegaCámara,"Amán, Jordania, الأردن",1088.0,1704.0,0,1,2181
260,1544158634,✌✊,,1078.0,798.0,0,1,2161
261,1033621453386575872,🦀,proud inc. | +63,1047.0,803.0,0,1,2099
262,3920156113,Lana...,w/mariah ,1039.0,693.0,0,1,2083
263,979767212,Adrian Shtuni,"Washington, DC",1031.0,993.0,0,1,2067
264,48990686,Make NKRI great again,"Jakarta Capital Region, Indone",1030.0,810.0,0,1,2065
265,147972611,Just Me!,,1008.0,179.0,0,1,2021
266,364896728,Shoaib A. Rahim,Afghanistan,999.0,212.0,0,1,2003
267,1629697159,Shadynikaa❤️,"Seat Pleasant, MD",995.0,944.0,0,1,1995
268,40271790,Jack Allum,European union ,987.0,1877.0,0,2,1989
269,4258245558,Avinash,India,989.0,1127.0,0,1,1983
270,278704303,bbb☯️,"Washington, USA",988.0,700.0,0,1,1981
271,133210461,Ravi,India,971.0,1290.0,0,3,1967
272,1406128249,Hamdi Şölen,,976.0,246.0,0,1,1957
273,943738889390272513,🇮🇳Karthik,"Visakhapatnam, Andhra INDIA",962.0,3552.0,0,1,1929
274,229880650,David,"London, England",953.0,1175.0,0,1,1911
275,1029797963491495936,🦁 Vijay Singh 🦁,"Dehradun, India",949.0,254.0,0,1,1903
276,1152663006,Manoj Bhan,"New Delhi, India",948.0,410.0,0,1,1901
277,910270570410987523,baddgirl_d  ✨,"Houston, TX",940.0,939.0,0,2,1895
278,982871941248794624,Jennifer Maria,United States,936.0,4715.0,0,1,1877
279,73187659,Dulal Chand,"New Delhi, India",929.0,1025.0,0,1,1863
280,2997101480,Tsipras delenta est!,,921.0,184.0,0,1,1847
281,24888750,EzzyMix,Manchester,913.0,839.0,0,2,1841
282,2489080956,✩Kurama✩,MIA,910.0,269.0,0,1,1825
283,2358434295,Adil Bhatti,🇵🇰🇬🇧,890.0,212.0,0,1,1785
284,399251929,@Kliment Levi,"Mont-Tremblant, Québec",888.0,4916.0,0,1,1781
285,833140569144569856,(●´ω｀●),ɐʞ uıʞɐ 'oʇ oɯ ɐsɐuıq ɓɐd,863.0,2339.0,0,1,1731
286,952127652462252032,super ally,,851.0,1691.0,0,2,1717
287,1415300323,🐒,,855.0,185.0,0,1,1715
288,884247152725250048,Suraj,,854.0,1317.0,0,1,1713
289,542698077,Lieve Vandrepol,Schoten,841.0,1796.0,0,1,1687
290,168888337,Mh.,,836.0,407.0,0,1,1677
291,566972320,Churchill's Karma,England,832.0,198.0,0,1,1669
292,151519378,fukvit10,"Melbourne, Victoria",826.0,1405.0,0,1,1657
293,1577938446,Kailash Bafna,AURANGABAD,822.0,950.0,0,1,1649
294,902514057919447040,gshell1234,,812.0,76.0,0,2,1639
295,1078238408005308417,Saheel Ahmad,pakistan karachi ,812.0,339.0,0,1,1629
296,2966527673,gijsbert taling,,792.0,874.0,0,1,1589
297,2383568642,एक भारत - सुदृढ़ भारत,,790.0,481.0,0,1,1585
298,3107771138,Lil Andre Busta 3000 Rhymes,Triple D,789.0,681.0,0,1,1583
299,879310451196256257,the last nagoo bender 😂,Maldives,788.0,1555.0,0,1,1581
301,3064649189,🚀Spacecraft 🛰Insp.🛸,Southern California,782.0,377.0,0,1,1569
300,606882765,cam,Buenos Aires - Avellaneda ,782.0,747.0,0,1,1569
302,197771479,M.Tryaddy,"Bandung, Indonesia",780.0,668.0,0,1,1565
303,1136087528,Kaylin Blank🤩🍒,"Los Angeles, CA",779.0,1168.0,0,1,1563
304,440372660,ExtraMediaUk,London / UK,778.0,645.0,0,1,1561
305,169592236,Uniform Civil Code 🇮🇳,"New Delhi, India",776.0,312.0,0,1,1557
306,3353270825,dayo michael,,770.0,751.0,0,2,1555
307,2156519666,Aditya Rajpurohit,Living The Dream in Bombay,772.0,153.0,0,1,1549
308,1098326916,Cuatro Gatos CT,Cartagena,768.0,1230.0,0,1,1541
309,194600529,Theo Prinse,Terneuzen,761.0,187.0,0,1,1527
310,29222658,Okani 🐻,Ealing,760.0,1547.0,0,1,1525
311,149810055,Langra Bhoot,,759.0,424.0,0,1,1523
312,702464882063572992,Dick Goodwin,,748.0,1092.0,0,2,1511
313,786379097148628994,T V B I,"Abuja, Nigeria",746.0,763.0,0,1,1497
314,503206484,Rocío Traver,"Algemesí, España",743.0,652.0,0,1,1491
315,2857994147,CB,United States,739.0,934.0,0,1,1483
316,726988011339022336,Vaughan Williams,Australia,733.0,907.0,0,1,1471
317,845077957,Karencita,"Oakland, CA",730.0,431.0,0,1,1465
318,2492640292,Kieran,Belfast  Ireland,729.0,1386.0,0,1,1463
319,700420974,Elias😛,"Goya, Argentina",722.0,587.0,0,1,1449
320,3053383736,jackmers,,718.0,380.0,0,1,1441
321,1047865530802044929,슈가,Republic of the Philippines,712.0,1001.0,0,2,1439
322,726029796736638977,आर्यन,", India",709.0,684.0,0,1,1423
323,56726017,Dr Haider,The Trail Never Ends   مو شغلك,703.0,641.0,0,1,1411
324,754323395723071488,J. L. J. Kennedy,"Oxford, England",703.0,3272.0,0,1,1411
325,843711797831979008,RaYnE,Hope world,690.0,1615.0,0,1,1385
326,1018734269739479040,🔞Bryce Hoodie🔞,"Oklahoma, USA",689.0,774.0,0,1,1383
327,2835529153,nabby🐰,London,684.0,426.0,0,1,1373
328,235886493,crystalino.,,678.0,730.0,0,1,1361
329,386047736,SantaKlaus,"Helsinki, Finland",678.0,280.0,0,1,1361
330,3931779316,Yuki ama o txt antes mesmo deles debutarem,"Foz do Iguaçu, Brasil",675.0,877.0,0,1,1355
331,736166996044304384,Shraddar für ein Europa der Vaterländer,,675.0,1058.0,0,1,1355
332,4821001503,SameDobreWiadomosci, Gůrny Ślůnsk (Upper Silesia),670.0,687.0,0,1,1345
333,2417569959,Lauramcfatter,"Glasgow, Scotland",669.0,751.0,0,1,1343
334,336673752,Mari,"Asuncion, Paraguay",665.0,1705.0,0,1,1335
335,3207428517,Garry Maddocks,Foinavon Sutherland,651.0,4982.0,0,2,1317
336,611471822,@mazli,,653.0,820.0,0,1,1311
